k,type,score,label
2,Kmeans,0.700389,0
2,Kmeans,0.120993,1
2,Kmeans,0.677565,0
2,Kmeans,0.68995,0
2,Kmeans,0.468055,1
2,Kmeans,0.677094,0
2,Kmeans,0.142564,1
2,Kmeans,0.630624,0
2,Kmeans,0.683234,0
2,Kmeans,0.244301,1
2,Kmeans,0.6056,0
2,Kmeans,0.428785,1
2,Kmeans,0.691076,0
2,Kmeans,0.624732,0
2,Kmeans,0.365641,1
2,Kmeans,0.520506,0
2,Kmeans,0.505503,0
2,Kmeans,0.178581,1
2,Kmeans,0.642035,0
2,Kmeans,0.668421,0
2,Kmeans,0.5819,0
2,Kmeans,0.627331,0
2,Kmeans,0.101782,1
2,Kmeans,0.625775,0
2,Kmeans,0.63499,0
2,Kmeans,0.664016,0
2,Kmeans,0.54121,0
2,Kmeans,0.515466,0
2,Kmeans,0.649653,0
2,Kmeans,0.580976,0
2,Kmeans,0.596577,0
2,Kmeans,0.471137,1
2,Kmeans,0.693437,0
2,Kmeans,0.684545,0
2,Kmeans,0.703593,0
2,Kmeans,0.633783,0
2,Kmeans,0.505293,0
2,Kmeans,0.649617,0
2,Kmeans,0.6125,0
2,Kmeans,0.707907,0
2,Kmeans,0.677104,0
2,Kmeans,0.674124,0
2,Kmeans,0.669198,0
2,Kmeans,0.691229,0
2,Kmeans,0.516138,0
2,Kmeans,0.468283,1
2,Kmeans,0.639412,0
2,Kmeans,0.669965,0
2,Kmeans,-0.145763,1
2,Kmeans,0.39016,0
2,Kmeans,0.678182,0
2,Kmeans,0.696866,0
2,Kmeans,0.558071,0
2,Kmeans,0.665557,0
2,Kmeans,0.667771,0
2,Kmeans,0.408897,1
2,Kmeans,0.586354,0
2,Kmeans,0.659307,0
2,Kmeans,0.700191,0
2,Kmeans,0.495732,1
2,Kmeans,0.128962,1
2,Kmeans,0.484579,0
2,Kmeans,0.146145,1
2,Kmeans,0.501635,0
2,Kmeans,0.624717,0
2,Kmeans,0.481848,1
2,Kmeans,0.673495,0
2,Kmeans,0.659774,0
2,Kmeans,0.657348,0
2,Kmeans,0.539982,0
2,Kmeans,0.712429,0
2,Kmeans,0.598782,0
2,Kmeans,0.337094,0
2,Kmeans,0.521832,0
2,Kmeans,0.23127,0
2,Kmeans,0.638614,0
2,Kmeans,0.645531,0
2,Kmeans,0.625043,0
2,Kmeans,0.625322,0
2,Kmeans,0.675209,0
2,Kmeans,0.655368,0
2,Kmeans,0.670678,0
2,Kmeans,0.538953,0
2,Kmeans,0.698822,0
2,Kmeans,0.641357,0
2,Kmeans,0.695239,0
2,Kmeans,0.586034,0
2,Kmeans,0.236409,1
2,Kmeans,0.543637,0
2,Kmeans,0.439053,1
2,Kmeans,0.173926,1
2,Kmeans,0.707905,0
2,Kmeans,0.276889,0
2,Kmeans,0.589452,0
2,Kmeans,0.641544,0
2,Kmeans,0.662277,0
2,Kmeans,0.619305,0
2,Kmeans,0.681351,0
2,Kmeans,0.508153,1
2,Kmeans,0.626607,0
2,Kmeans,0.483087,1
2,Kmeans,0.684851,0
2,Kmeans,0.664454,0
2,Kmeans,0.535712,0
2,Kmeans,0.670572,0
2,Kmeans,0.626344,0
2,Kmeans,0.568926,0
2,Kmeans,0.608937,0
2,Kmeans,0.692666,0
2,Kmeans,0.428963,0
2,Kmeans,0.607433,0
2,Kmeans,0.331948,1
2,Kmeans,0.21505,0
2,Kmeans,0.306276,1
2,Kmeans,0.69087,0
2,Kmeans,0.654468,0
2,Kmeans,0.659212,0
2,Kmeans,0.646243,0
2,Kmeans,0.698202,0
2,Kmeans,0.658703,0
2,Kmeans,0.668473,0
2,Kmeans,0.509446,0
2,Kmeans,0.508873,0
2,Kmeans,0.552094,0
2,Kmeans,0.343752,1
2,Kmeans,0.692654,0
2,Kmeans,0.161103,1
2,Kmeans,0.478557,1
2,Kmeans,0.532864,0
2,Kmeans,0.468283,1
2,Kmeans,0.12478,0
2,Kmeans,0.655397,0
2,Kmeans,0.65376,0
2,Kmeans,0.605008,0
2,Kmeans,0.439645,1
2,Kmeans,0.529095,0
2,Kmeans,0.698166,0
2,Kmeans,0.474833,0
2,Kmeans,0.350669,1
2,Kmeans,0.512586,0
2,Kmeans,0.644791,0
2,Kmeans,0.488156,1
2,Kmeans,0.572636,0
2,Kmeans,0.654938,0
2,Kmeans,0.236706,1
2,Kmeans,0.7068,0
2,Kmeans,0.682771,0
2,Kmeans,0.683971,0
2,Kmeans,0.588636,0
2,Kmeans,0.693343,0
2,Kmeans,0.481323,1
2,Kmeans,0.623163,0
2,Kmeans,0.455908,0
2,Kmeans,0.384923,1
2,Kmeans,0.435846,1
2,Kmeans,0.282067,1
2,Kmeans,0.405152,1
2,Kmeans,0.703008,0
2,Kmeans,0.689588,0
2,Kmeans,0.464855,1
2,Kmeans,0.26421,0
2,Kmeans,0.218241,1
2,Kmeans,0.692022,0
2,Kmeans,0.650913,0
2,Kmeans,0.561284,0
2,Kmeans,0.469871,0
2,Kmeans,0.376862,1
2,Kmeans,0.683102,0
2,Kmeans,0.254124,0
2,Kmeans,0.58173,0
2,Kmeans,0.685461,0
2,Kmeans,0.702562,0
2,Kmeans,0.678612,0
2,Kmeans,0.663977,0
2,Kmeans,0.681364,0
2,Kmeans,0.256075,0
2,Kmeans,0.071927,1
2,Kmeans,0.658348,0
2,Kmeans,0.498518,1
2,Kmeans,0.650333,0
2,Kmeans,0.484716,0
2,Kmeans,0.507481,1
2,Kmeans,0.33066,1
2,Kmeans,0.592344,0
2,Kmeans,0.064282,1
2,Kmeans,0.543097,0
2,Kmeans,0.627323,0
2,Kmeans,0.464684,1
2,Kmeans,0.561612,0
2,Kmeans,0.701077,0
2,Kmeans,0.535827,0
2,Kmeans,0.602229,0
2,Kmeans,0.555065,0
2,Kmeans,0.59478,0
2,Kmeans,0.376602,0
2,Kmeans,0.596657,0
2,Kmeans,0.508518,1
2,Kmeans,0.681548,0
2,Kmeans,0.536383,0
2,Kmeans,0.690859,0
2,Kmeans,0.618783,0
2,Kmeans,0.69872,0
2,Kmeans,-0.058553,1
2,Kmeans,0.597599,0
2,Kmeans,0.578943,0
2,Kmeans,0.226331,1
2,Kmeans,0.655079,0
2,Kmeans,0.358715,1
2,Kmeans,0.673023,0
2,Kmeans,0.603825,0
2,Kmeans,0.634853,0
2,Kmeans,0.630554,0
2,Kmeans,0.636729,0
2,Kmeans,0.618956,0
2,Kmeans,0.500336,1
2,Kmeans,0.002206,1
2,Kmeans,0.284896,0
2,Kmeans,0.558271,0
2,Kmeans,0.40453,1
2,Kmeans,0.704245,0
2,Kmeans,0.183862,1
2,Kmeans,0.62005,0
2,Kmeans,0.530358,0
2,Kmeans,0.648955,0
2,Kmeans,0.668605,0
2,Kmeans,0.220555,0
2,Kmeans,0.623951,0
2,Kmeans,0.146748,1
2,Kmeans,0.672192,0
2,Kmeans,0.365336,0
2,Kmeans,0.692654,0
2,Kmeans,0.618466,0
2,Kmeans,0.450737,0
2,Kmeans,0.642035,0
2,Kmeans,0.578115,0
2,Kmeans,0.677761,0
2,Kmeans,0.574181,0
2,Kmeans,0.657236,0
2,Kmeans,0.566715,0
2,Kmeans,0.656742,0
2,Kmeans,0.658413,0
2,Kmeans,0.55573,0
2,Kmeans,0.657341,0
2,Kmeans,0.45658,1
2,Kmeans,0.64004,0
2,Kmeans,0.640115,0
2,Kmeans,0.092172,1
2,Kmeans,0.682488,0
2,Kmeans,0.623163,0
2,Kmeans,0.329981,1
2,Kmeans,0.484521,0
2,Kmeans,0.587242,0
2,Kmeans,0.651664,0
2,Kmeans,0.7022,0
2,Kmeans,0.494844,0
2,Kmeans,0.15657,1
2,Kmeans,0.586506,0
2,Kmeans,0.555163,0
2,Kmeans,0.670711,0
2,Kmeans,0.624339,0
2,Kmeans,0.601558,0
2,Kmeans,0.698145,0
2,Kmeans,0.268057,1
2,Kmeans,0.299486,1
2,Kmeans,0.673354,0
2,Kmeans,0.365641,1
2,Kmeans,0.165502,1
2,Kmeans,0.689566,0
2,Kmeans,0.507913,0
2,Kmeans,0.451781,1
2,Kmeans,0.566599,0
2,Kmeans,0.321508,0
2,Kmeans,0.66331,0
2,Kmeans,0.695984,0
2,Kmeans,0.256048,1
2,Kmeans,0.481086,0
2,Kmeans,0.398147,0
2,Kmeans,0.707658,0
2,Kmeans,0.589821,0
2,Kmeans,0.606879,0
2,Kmeans,0.659039,0
2,Kmeans,0.693062,0
2,Kmeans,0.188074,1
2,Kmeans,0.5736,0
2,Kmeans,0.489442,1
2,Kmeans,0.146787,1
2,Kmeans,0.624442,0
2,Kmeans,0.39048,1
2,Kmeans,0.686431,0
2,Kmeans,0.658437,0
2,Kmeans,0.56924,0
2,Kmeans,0.531474,0
2,Kmeans,0.672255,0
2,Kmeans,0.603545,0
2,Kmeans,0.578956,0
2,Kmeans,0.618642,0
2,Kmeans,0.422612,0
2,Kmeans,0.674018,0
2,Kmeans,0.659774,0
2,Kmeans,0.474627,1
2,Kmeans,0.451559,1
2,Kmeans,0.68147,0
2,Kmeans,0.630825,0
2,Kmeans,0.687613,0
2,Kmeans,0.512362,1
2,Kmeans,0.606189,0
2,Kmeans,-0.01651,1
2,Kmeans,0.587012,0
2,Kmeans,0.582813,0
2,Kmeans,0.44461,0
2,Kmeans,0.695448,0
2,Kmeans,0.49179,0
2,Kmeans,0.655546,0
2,Kmeans,0.677508,0
2,Kmeans,0.6821,0
2,Kmeans,0.627889,0
2,Kmeans,0.542816,0
2,Kmeans,0.662012,0
2,Kmeans,0.563407,0
2,Kmeans,0.702562,0
2,Kmeans,0.63332,0
2,Kmeans,0.278618,0
2,Kmeans,0.685566,0
2,Kmeans,0.641965,0
2,Kmeans,0.121782,1
2,Kmeans,0.699068,0
2,Kmeans,0.034792,1
2,Kmeans,0.672097,0
2,Kmeans,0.42471,1
2,Kmeans,0.365878,1
2,Kmeans,0.672824,0
2,Kmeans,0.65619,0
2,Kmeans,0.222325,1
2,Kmeans,0.67256,0
2,Kmeans,0.662839,0
2,Kmeans,0.642035,0
2,Kmeans,0.689561,0
2,Kmeans,0.67235,0
2,Kmeans,0.508015,1
2,Kmeans,0.559949,0
2,Kmeans,0.375719,1
2,Kmeans,0.458883,1
2,Kmeans,0.630784,0
2,Kmeans,0.473857,0
2,Kmeans,0.630891,0
2,Kmeans,0.194257,1
2,Kmeans,0.335895,0
2,Kmeans,0.293963,0
2,Kmeans,0.481721,1
2,Kmeans,0.681555,0
2,Kmeans,0.554526,0
2,Kmeans,0.300162,0
2,Kmeans,0.35536,0
2,Kmeans,-0.013597,1
2,Kmeans,0.018974,1
2,Kmeans,0.639653,0
2,Kmeans,0.088621,0
2,Kmeans,0.64696,0
2,Kmeans,0.40116,1
2,Kmeans,0.399938,1
2,Kmeans,0.473197,1
2,Kmeans,0.576608,0
2,Kmeans,0.631126,0
2,Kmeans,0.603825,0
2,Kmeans,0.488285,1
2,Kmeans,0.709963,0
2,Kmeans,0.474747,0
2,Kmeans,0.585158,0
2,Kmeans,0.444535,0
2,Kmeans,0.468643,1
2,Kmeans,0.701999,0
2,Kmeans,0.632549,0
2,Kmeans,0.282598,0
2,Kmeans,0.64019,0
2,Kmeans,0.490694,1
2,Kmeans,0.658812,0
2,Kmeans,0.619697,0
2,Kmeans,0.591844,0
2,Kmeans,0.603081,0
2,Kmeans,0.594354,0
2,Kmeans,0.505684,1
2,Kmeans,0.662961,0
2,Kmeans,0.69953,0
2,Kmeans,0.202375,1
2,Kmeans,0.428963,0
2,Kmeans,0.151682,1
2,Kmeans,0.518934,0
2,Kmeans,0.675218,0
2,Kmeans,0.687103,0
2,Kmeans,0.569275,0
2,Kmeans,-0.106634,1
2,Kmeans,0.694586,0
2,Kmeans,0.648843,0
2,Kmeans,0.490281,0
2,Kmeans,0.53772,0
2,Kmeans,0.681598,0
2,Kmeans,0.671196,0
2,Kmeans,0.543859,0
2,Kmeans,0.511028,1
2,Kmeans,0.439395,0
2,Kmeans,0.648079,0
2,Kmeans,0.601939,0
2,Kmeans,0.649872,0
2,Kmeans,0.332561,1
2,Kmeans,0.695984,0
2,Kmeans,0.687686,0
2,Kmeans,-0.148301,1
2,Kmeans,0.695205,0
2,Kmeans,0.593699,0
2,Kmeans,0.665627,0
2,Kmeans,0.551264,0
2,Kmeans,0.551752,0
2,Kmeans,0.636083,0
2,Kmeans,0.520506,0
2,Kmeans,0.452334,0
2,Kmeans,0.523957,0
2,Kmeans,0.624728,0
2,Kmeans,0.678231,0
2,Kmeans,-0.08184,1
2,Kmeans,0.321559,1
2,Kmeans,0.604915,0
2,Kmeans,0.66115,0
2,Kmeans,0.594107,0
2,Kmeans,0.042862,1
2,Kmeans,0.572025,0
2,Kmeans,0.612272,0
2,Kmeans,0.556017,0
2,Kmeans,0.252182,1
2,Kmeans,0.118745,1
2,Kmeans,0.531221,0
2,Kmeans,0.305288,1
2,Kmeans,0.569806,0
2,Kmeans,0.635186,0
2,Kmeans,0.450658,0
2,Kmeans,0.403751,1
2,Kmeans,0.630554,0
2,Kmeans,0.659212,0
2,Kmeans,0.62777,0
2,Kmeans,0.531019,0
2,Kmeans,0.661527,0
2,Kmeans,0.600557,0
2,Kmeans,0.421701,1
2,Kmeans,0.572842,0
2,Kmeans,0.468283,1
2,Kmeans,0.46101,1
2,Kmeans,0.56412,0
2,Kmeans,0.288515,0
2,Kmeans,0.400966,1
2,Kmeans,0.602013,0
2,Kmeans,0.465001,1
2,Kmeans,0.012204,1
2,Kmeans,0.687778,0
2,Kmeans,0.606407,0
2,Kmeans,0.672767,0
2,Kmeans,0.637627,0
2,Kmeans,0.46538,1
2,Kmeans,0.537998,0
2,Kmeans,0.457372,1
2,Kmeans,0.50329,1
2,Kmeans,0.569496,0
2,Kmeans,0.628036,0
2,Kmeans,0.536627,0
2,Kmeans,0.359459,1
2,Kmeans,0.513001,1
2,Kmeans,0.711284,0
2,Kmeans,0.207299,1
2,Kmeans,-0.088523,1
2,Kmeans,0.203306,1
2,Kmeans,0.671995,0
2,Kmeans,0.568956,0
2,Kmeans,0.513431,0
2,Kmeans,0.60706,0
2,Kmeans,0.60777,0
2,Kmeans,0.631729,0
2,Kmeans,0.080954,1
2,Kmeans,0.283379,0
2,Kmeans,0.334534,0
2,Kmeans,0.615303,0
2,Kmeans,0.292587,1
2,Kmeans,0.60628,0
2,Kmeans,0.650533,0
2,Kmeans,0.674635,0
2,Kmeans,0.62994,0
2,Kmeans,0.241118,1
2,Kmeans,0.477843,0
2,Kmeans,0.660388,0
2,Kmeans,0.200998,1
2,Kmeans,0.601867,0
2,Kmeans,0.62043,0
2,Kmeans,0.661881,0
2,Kmeans,0.567563,0
2,Kmeans,0.665871,0
2,Kmeans,0.319935,1
2,Kmeans,0.111296,1
2,Kmeans,0.652923,0
2,Kmeans,0.440015,1
2,Kmeans,0.575465,0
2,Kmeans,0.701299,0
2,Kmeans,0.463935,0
2,Kmeans,0.659293,0
2,Kmeans,0.4589,1
2,Kmeans,0.490992,0
2,Kmeans,0.363757,1
2,Kmeans,0.431266,1
2,Kmeans,0.381937,1
2,Kmeans,0.179519,1
2,Kmeans,0.169953,1
2,Kmeans,0.212662,0
2,Kmeans,0.585793,0
2,Kmeans,0.596594,0
2,Kmeans,0.678019,0
2,Kmeans,0.329161,0
2,Kmeans,0.51109,1
2,Kmeans,0.586335,0
2,Kmeans,0.659642,0
2,Kmeans,0.362499,0
2,Kmeans,0.331311,0
2,Kmeans,0.666971,0
2,Kmeans,0.339409,0
2,Kmeans,0.563209,0
2,Kmeans,0.56557,0
2,Kmeans,0.640392,0
2,Kmeans,0.658413,0
2,Kmeans,0.685088,0
2,Kmeans,0.618942,0
2,Kmeans,0.544899,0
2,Kmeans,0.3762,1
2,Kmeans,0.444817,0
2,Kmeans,0.692443,0
2,Kmeans,0.442583,1
2,Kmeans,0.581348,0
2,Kmeans,0.362281,1
2,Kmeans,0.672482,0
2,Kmeans,0.695681,0
2,Kmeans,0.666849,0
2,Kmeans,0.309605,0
2,Kmeans,0.656282,0
2,Kmeans,0.44256,0
2,Kmeans,0.332019,1
2,Kmeans,0.612249,0
2,Kmeans,0.459187,1
2,Kmeans,0.622472,0
2,Kmeans,0.556952,0
2,Kmeans,0.598153,0
2,Kmeans,0.572955,0
2,Kmeans,0.628992,0
2,Kmeans,0.140964,1
2,Kmeans,-0.017739,1
2,Kmeans,0.58273,0
2,Kmeans,0.4751,0
2,Kmeans,0.530572,0
2,Kmeans,0.622859,0
2,Kmeans,0.561825,0
2,Kmeans,0.297608,1
2,Kmeans,0.585158,0
2,Kmeans,0.696866,0
2,Kmeans,0.189986,1
2,Kmeans,0.410214,0
2,Kmeans,0.64591,0
2,Kmeans,0.633916,0
2,Kmeans,0.315364,0
2,Kmeans,0.702992,0
2,Kmeans,0.618388,0
2,Kmeans,0.40233,1
2,Kmeans,0.33873,0
2,Kmeans,0.409836,1
2,Kmeans,0.493939,1
2,Kmeans,0.162277,1
2,Kmeans,0.625949,0
2,Kmeans,0.609238,0
2,Kmeans,0.71145,0
2,Kmeans,0.330267,0
2,Kmeans,0.686695,0
2,Kmeans,0.648964,0
2,Kmeans,0.145774,1
2,Kmeans,0.567674,0
2,Kmeans,0.477453,1
2,Kmeans,0.487483,1
2,Kmeans,0.289794,1
2,Kmeans,0.710169,0
2,Kmeans,0.707658,0
2,Kmeans,0.672071,0
2,Kmeans,0.67642,0
2,Kmeans,0.587695,0
2,Kmeans,0.63752,0
2,Kmeans,0.683575,0
2,Kmeans,0.550801,0
2,Kmeans,0.684006,0
2,Kmeans,0.67463,0
2,Kmeans,0.344545,1
2,Kmeans,0.261492,0
2,Kmeans,0.329381,1
2,Kmeans,0.697974,0
2,Kmeans,0.641119,0
2,Kmeans,0.480167,1
2,Kmeans,0.709541,0
2,Kmeans,0.12058,1
2,Kmeans,0.071349,1
2,Kmeans,0.301611,1
2,Kmeans,0.67153,0
2,Kmeans,0.633643,0
2,Kmeans,0.57276,0
2,Kmeans,0.607711,0
2,Kmeans,0.077112,1
2,Kmeans,0.560564,0
2,Kmeans,0.06903,1
2,Kmeans,0.13826,1
2,Kmeans,0.583092,0
2,Kmeans,0.407929,1
2,Kmeans,0.528882,0
2,Kmeans,0.29658,0
2,Kmeans,0.659617,0
2,Kmeans,0.674635,0
2,Kmeans,0.152878,0
2,Kmeans,0.010733,1
2,Kmeans,0.662277,0
2,Kmeans,0.249453,1
2,Kmeans,0.663816,0
2,Kmeans,0.517167,0
2,Kmeans,0.689675,0
2,Kmeans,0.201001,0
2,Kmeans,0.524082,0
2,Kmeans,0.621726,0
2,Kmeans,0.609082,0
2,Kmeans,0.415559,1
2,Kmeans,0.493474,0
2,Kmeans,0.645069,0
2,Kmeans,0.48055,0
2,Kmeans,0.423101,1
2,Kmeans,0.663816,0
2,Kmeans,0.704524,0
2,Kmeans,0.505381,1
2,Kmeans,0.107266,0
2,Kmeans,0.430353,0
2,Kmeans,0.267047,1
2,Kmeans,0.467778,1
2,Kmeans,0.368443,1
2,Kmeans,0.437752,0
2,Kmeans,0.679556,0
2,Kmeans,0.661178,0
2,Kmeans,0.666741,0
2,Kmeans,0.349013,0
2,Kmeans,0.459668,1
2,Kmeans,0.566207,0
2,Kmeans,0.605013,0
2,Kmeans,0.40867,1
2,Kmeans,-0.058752,1
2,Kmeans,0.515781,0
2,Kmeans,0.68877,0
2,Kmeans,0.604717,0
2,Kmeans,0.337176,1
2,Kmeans,0.438061,0
2,Kmeans,0.469864,1
2,Kmeans,0.140818,1
2,Kmeans,0.515794,0
2,Kmeans,0.424424,0
2,Kmeans,0.520609,0
2,Kmeans,0.671574,0
2,Kmeans,0.698638,0
2,Kmeans,0.641356,0
2,Kmeans,0.364997,1
2,Kmeans,0.69511,0
2,Kmeans,0.678157,0
2,Kmeans,0.679748,0
2,Kmeans,0.447341,0
2,Kmeans,0.497791,0
2,Kmeans,0.562547,0
2,Kmeans,0.497991,0
2,Kmeans,0.673999,0
2,Kmeans,0.652929,0
2,Kmeans,0.676271,0
2,Kmeans,0.486111,1
2,Kmeans,0.705859,0
2,Kmeans,0.615377,0
2,Kmeans,0.593492,0
2,Kmeans,0.306154,0
2,Kmeans,0.668812,0
2,Kmeans,0.665339,0
2,Kmeans,0.544224,0
2,Kmeans,0.437225,1
2,Kmeans,0.499875,1
2,Kmeans,0.573341,0
2,Kmeans,0.630205,0
2,Kmeans,0.614957,0
2,Kmeans,0.696776,0
2,Kmeans,0.668647,0
2,Kmeans,0.602019,0
2,Kmeans,0.649482,0
2,Kmeans,0.649796,0
2,Kmeans,0.649216,0
2,Kmeans,0.61257,0
2,Kmeans,0.694528,0
2,Kmeans,0.666849,0
2,Kmeans,0.471628,0
2,Kmeans,0.699971,0
2,Kmeans,0.687458,0
2,Kmeans,0.67003,0
2,Kmeans,0.679141,0
2,Kmeans,0.159725,1
2,Kmeans,0.65912,0
2,Kmeans,0.676165,0
2,Kmeans,0.623052,0
2,Kmeans,0.604418,0
2,Kmeans,0.022691,1
2,Kmeans,0.507481,1
2,Kmeans,0.708576,0
2,Kmeans,0.478422,1
2,Kmeans,0.676878,0
2,Kmeans,0.365378,1
2,Kmeans,0.438151,1
2,Kmeans,0.649948,0
2,Kmeans,0.65848,0
2,Kmeans,0.380954,1
2,Kmeans,0.30653,1
2,Kmeans,0.681515,0
2,Kmeans,0.309692,1
2,Kmeans,0.679603,0
2,Kmeans,0.686518,0
2,Kmeans,0.469591,1
2,Kmeans,0.450796,1
2,Kmeans,0.339016,1
2,Kmeans,0.294926,1
2,Kmeans,0.599921,0
2,Kmeans,0.177402,1
2,Kmeans,0.314744,1
2,Kmeans,0.403221,1
2,Kmeans,0.576333,0
2,Kmeans,0.454018,0
2,Kmeans,0.655679,0
2,Kmeans,0.653188,0
2,Kmeans,0.392415,1
2,Kmeans,0.156763,1
2,Kmeans,0.622201,0
2,Kmeans,0.684455,0
2,Kmeans,0.586919,0
2,Kmeans,0.579744,0
2,Kmeans,0.52572,0
2,Kmeans,0.344221,0
2,Kmeans,0.47461,1
2,Kmeans,0.185511,1
2,Kmeans,0.68569,0
2,Kmeans,0.652573,0
2,Kmeans,0.66368,0
2,Kmeans,0.528736,0
2,Kmeans,0.109717,1
2,Kmeans,0.586091,0
2,Kmeans,0.668426,0
2,Kmeans,0.432629,1
2,Kmeans,0.494089,0
2,Kmeans,0.437377,1
2,Kmeans,0.204246,1
2,Kmeans,0.084166,1
2,Kmeans,0.671936,0
2,Kmeans,0.634513,0
2,Kmeans,-0.113656,1
2,Kmeans,0.653768,0
2,Kmeans,0.65069,0
2,Kmeans,0.485652,0
2,Kmeans,0.423993,1
2,Kmeans,0.66203,0
2,Kmeans,0.633088,0
2,Kmeans,0.5255,0
2,Kmeans,0.313258,0
2,Kmeans,0.256061,1
2,Kmeans,0.532128,0
2,Kmeans,0.506742,0
