k,type,score,label
2,Kmeans,0.434782,0
2,Kmeans,0.449023,0
2,Kmeans,0.451227,0
2,Kmeans,0.286229,0
2,Kmeans,0.190818,1
2,Kmeans,0.376276,0
2,Kmeans,0.260992,1
2,Kmeans,0.463089,0
2,Kmeans,0.261281,1
2,Kmeans,0.334142,0
2,Kmeans,0.310411,1
2,Kmeans,0.299987,1
2,Kmeans,-0.049144,1
2,Kmeans,0.159717,1
2,Kmeans,0.259535,1
2,Kmeans,0.372684,1
2,Kmeans,0.240636,1
2,Kmeans,0.18216,0
2,Kmeans,0.369421,1
2,Kmeans,0.488074,0
2,Kmeans,0.414992,0
2,Kmeans,0.367606,0
2,Kmeans,0.334239,1
2,Kmeans,0.238503,1
2,Kmeans,0.124702,1
2,Kmeans,0.284692,1
2,Kmeans,0.32209,1
2,Kmeans,0.094709,1
2,Kmeans,0.23139,0
2,Kmeans,0.165579,1
2,Kmeans,0.396953,0
2,Kmeans,0.278113,1
2,Kmeans,0.345887,0
2,Kmeans,0.361862,0
2,Kmeans,0.263218,1
2,Kmeans,0.122038,0
2,Kmeans,0.119332,1
2,Kmeans,0.316718,0
2,Kmeans,0.196918,1
2,Kmeans,0.218566,1
2,Kmeans,0.162959,1
2,Kmeans,0.44211,0
2,Kmeans,0.350649,0
2,Kmeans,0.50352,0
2,Kmeans,0.252212,1
2,Kmeans,0.414502,0
2,Kmeans,0.481578,0
2,Kmeans,0.502965,0
2,Kmeans,0.315429,0
2,Kmeans,0.280844,0
2,Kmeans,-0.112972,1
2,Kmeans,-0.079938,1
2,Kmeans,0.015329,0
2,Kmeans,0.127803,1
2,Kmeans,0.210209,0
2,Kmeans,0.365871,0
2,Kmeans,-0.002822,1
2,Kmeans,0.476642,0
2,Kmeans,0.218318,1
2,Kmeans,0.331039,1
2,Kmeans,0.255624,1
2,Kmeans,0.143997,0
2,Kmeans,0.313645,0
2,Kmeans,0.311791,1
2,Kmeans,-0.011232,1
2,Kmeans,0.469043,0
2,Kmeans,0.246909,1
2,Kmeans,-0.015845,1
2,Kmeans,0.218198,1
2,Kmeans,-0.100792,1
2,Kmeans,-0.007596,1
2,Kmeans,0.487444,0
2,Kmeans,0.179218,1
2,Kmeans,0.436294,0
2,Kmeans,0.314538,1
2,Kmeans,0.399729,0
2,Kmeans,0.238354,0
2,Kmeans,0.225717,1
2,Kmeans,0.027136,1
2,Kmeans,0.226237,1
2,Kmeans,0.355467,0
2,Kmeans,0.364351,0
2,Kmeans,0.241991,1
2,Kmeans,0.483707,0
2,Kmeans,0.1307,1
2,Kmeans,0.294833,1
2,Kmeans,0.341916,1
2,Kmeans,0.206936,0
2,Kmeans,0.519652,0
2,Kmeans,0.177651,1
2,Kmeans,0.079522,1
2,Kmeans,0.169584,1
2,Kmeans,0.182467,1
2,Kmeans,0.246816,1
2,Kmeans,0.486323,0
2,Kmeans,0.522575,0
2,Kmeans,0.350975,0
2,Kmeans,0.263981,1
2,Kmeans,0.295172,1
2,Kmeans,0.120385,1
2,Kmeans,0.165658,1
2,Kmeans,0.406945,0
2,Kmeans,0.148319,1
2,Kmeans,0.183785,1
2,Kmeans,0.434908,0
2,Kmeans,0.213053,0
2,Kmeans,0.487377,0
2,Kmeans,0.284085,1
2,Kmeans,0.408104,0
2,Kmeans,0.317798,1
2,Kmeans,0.382026,0
2,Kmeans,0.185939,0
2,Kmeans,0.088325,1
2,Kmeans,0.084834,1
2,Kmeans,0.00478,1
2,Kmeans,0.301991,0
2,Kmeans,-0.10139,1
2,Kmeans,0.154226,0
2,Kmeans,0.169436,0
2,Kmeans,0.191365,0
2,Kmeans,0.289767,0
2,Kmeans,0.36728,0
2,Kmeans,0.328403,1
2,Kmeans,0.167062,1
2,Kmeans,-0.039457,1
2,Kmeans,0.400678,0
2,Kmeans,0.298405,1
2,Kmeans,0.334267,1
2,Kmeans,0.052833,1
2,Kmeans,0.065889,1
2,Kmeans,0.321005,1
2,Kmeans,0.335035,0
2,Kmeans,0.439828,0
2,Kmeans,0.079006,0
2,Kmeans,0.34866,1
2,Kmeans,0.253384,1
2,Kmeans,0.426111,0
2,Kmeans,0.181397,1
2,Kmeans,0.196045,1
2,Kmeans,0.455358,0
2,Kmeans,0.322899,0
2,Kmeans,0.459102,0
2,Kmeans,0.294353,0
2,Kmeans,0.309879,1
2,Kmeans,0.163177,1
2,Kmeans,0.114571,0
2,Kmeans,0.439117,0
2,Kmeans,0.431678,0
2,Kmeans,-0.033495,1
2,Kmeans,0.350015,1
2,Kmeans,0.241724,0
2,Kmeans,0.437952,0
2,Kmeans,0.160158,0
2,Kmeans,0.491031,0
2,Kmeans,0.439456,0
2,Kmeans,0.296217,1
2,Kmeans,0.290056,0
2,Kmeans,0.185291,1
2,Kmeans,0.209011,1
2,Kmeans,0.203596,1
2,Kmeans,0.152175,1
2,Kmeans,0.477826,0
2,Kmeans,0.478119,0
2,Kmeans,0.050788,1
2,Kmeans,0.150515,1
2,Kmeans,0.337868,0
2,Kmeans,0.254589,1
2,Kmeans,0.096882,1
2,Kmeans,0.297244,1
2,Kmeans,0.123363,1
2,Kmeans,0.115168,1
2,Kmeans,0.284736,1
2,Kmeans,0.510527,0
2,Kmeans,0.028348,1
2,Kmeans,0.278075,1
2,Kmeans,0.499602,0
2,Kmeans,0.340753,0
2,Kmeans,0.419855,0
2,Kmeans,0.168936,0
2,Kmeans,0.153893,0
2,Kmeans,0.262754,0
2,Kmeans,0.221774,1
2,Kmeans,0.459564,0
2,Kmeans,0.428462,0
2,Kmeans,0.141041,1
2,Kmeans,0.346245,0
2,Kmeans,0.465556,0
2,Kmeans,0.528628,0
2,Kmeans,0.132368,1
2,Kmeans,0.287066,1
2,Kmeans,0.480459,0
2,Kmeans,0.106357,1
2,Kmeans,0.288035,1
2,Kmeans,0.212892,0
2,Kmeans,0.103327,1
2,Kmeans,0.142084,1
2,Kmeans,0.482135,0
2,Kmeans,0.190684,1
2,Kmeans,0.284764,0
2,Kmeans,0.035282,1
2,Kmeans,0.335062,1
2,Kmeans,-0.078923,1
2,Kmeans,0.184525,1
2,Kmeans,0.248298,0
2,Kmeans,0.144817,1
2,Kmeans,0.299541,0
2,Kmeans,0.240027,1
2,Kmeans,0.413025,0
2,Kmeans,0.405048,0
2,Kmeans,0.193527,1
2,Kmeans,0.478289,0
2,Kmeans,0.42186,0
2,Kmeans,0.194012,1
2,Kmeans,0.484061,0
2,Kmeans,0.426801,0
2,Kmeans,0.335225,0
2,Kmeans,0.50563,0
2,Kmeans,-0.041111,1
2,Kmeans,0.275781,1
2,Kmeans,0.267897,1
2,Kmeans,0.334,1
2,Kmeans,0.006917,1
2,Kmeans,0.077226,1
2,Kmeans,0.321131,0
2,Kmeans,0.30496,1
2,Kmeans,0.4789,0
2,Kmeans,0.158667,0
2,Kmeans,-0.012925,1
2,Kmeans,0.045011,1
2,Kmeans,0.293195,0
2,Kmeans,0.316352,0
2,Kmeans,0.169702,1
2,Kmeans,0.262021,0
2,Kmeans,0.07146,1
2,Kmeans,0.138786,1
2,Kmeans,0.503446,0
2,Kmeans,0.150226,1
2,Kmeans,0.478742,0
2,Kmeans,0.298941,0
2,Kmeans,0.308421,1
2,Kmeans,0.199416,1
2,Kmeans,0.268921,0
2,Kmeans,0.332452,1
2,Kmeans,0.370709,0
2,Kmeans,0.031826,1
2,Kmeans,0.315679,0
2,Kmeans,0.217105,1
2,Kmeans,0.142596,0
2,Kmeans,0.437158,0
2,Kmeans,0.216201,1
2,Kmeans,0.161997,1
2,Kmeans,0.498917,0
2,Kmeans,0.087257,0
2,Kmeans,0.435455,0
2,Kmeans,0.465195,0
2,Kmeans,0.204119,1
2,Kmeans,0.480841,0
2,Kmeans,0.306216,1
2,Kmeans,-0.075041,1
2,Kmeans,0.348731,0
2,Kmeans,0.295459,1
2,Kmeans,0.27354,1
2,Kmeans,0.450521,0
2,Kmeans,0.122152,0
2,Kmeans,0.23681,1
2,Kmeans,0.478699,0
2,Kmeans,0.4198,0
2,Kmeans,0.047915,1
2,Kmeans,0.141748,0
2,Kmeans,0.146122,1
2,Kmeans,0.207088,1
2,Kmeans,0.28081,1
2,Kmeans,-0.07847,1
2,Kmeans,0.321326,1
2,Kmeans,0.361862,0
2,Kmeans,0.183004,1
2,Kmeans,0.482603,0
2,Kmeans,0.317111,1
2,Kmeans,0.331883,1
2,Kmeans,0.297268,1
2,Kmeans,0.289685,0
2,Kmeans,0.383897,0
2,Kmeans,0.212704,1
2,Kmeans,0.303904,0
2,Kmeans,0.065102,1
2,Kmeans,0.409205,0
2,Kmeans,0.18963,1
2,Kmeans,0.406172,0
2,Kmeans,0.257781,0
2,Kmeans,0.406196,0
2,Kmeans,0.159342,0
2,Kmeans,0.114163,1
2,Kmeans,0.348779,1
2,Kmeans,0.385988,0
2,Kmeans,0.067668,0
2,Kmeans,0.362359,0
2,Kmeans,0.435986,0
2,Kmeans,0.452157,0
2,Kmeans,0.212892,0
2,Kmeans,0.093331,1
2,Kmeans,0.500404,0
2,Kmeans,0.341916,1
2,Kmeans,0.199251,1
2,Kmeans,0.199746,1
2,Kmeans,0.186626,1
2,Kmeans,0.299073,0
2,Kmeans,0.2777,1
2,Kmeans,0.13882,0
2,Kmeans,0.493847,0
2,Kmeans,0.334057,1
2,Kmeans,0.361806,0
2,Kmeans,0.267084,1
2,Kmeans,0.400578,0
2,Kmeans,-0.023798,1
2,Kmeans,0.053384,1
2,Kmeans,-0.047958,1
2,Kmeans,0.267897,1
2,Kmeans,0.355815,1
2,Kmeans,0.411173,0
2,Kmeans,0.484491,0
2,Kmeans,0.247785,0
2,Kmeans,0.352306,0
2,Kmeans,0.255977,1
2,Kmeans,0.200246,0
2,Kmeans,0.210408,0
2,Kmeans,0.50488,0
2,Kmeans,0.062864,1
2,Kmeans,0.302638,1
2,Kmeans,0.486293,0
2,Kmeans,0.417582,0
2,Kmeans,0.245679,1
2,Kmeans,0.234542,1
2,Kmeans,0.466222,0
2,Kmeans,0.241991,1
2,Kmeans,0.306488,1
2,Kmeans,0.350012,1
2,Kmeans,0.441291,0
2,Kmeans,0.271007,1
2,Kmeans,0.073583,1
2,Kmeans,0.300802,0
2,Kmeans,0.343626,0
2,Kmeans,0.342993,1
2,Kmeans,0.255491,1
2,Kmeans,0.413944,0
2,Kmeans,0.43583,0
2,Kmeans,0.194054,1
2,Kmeans,-0.029279,1
2,Kmeans,0.137854,1
2,Kmeans,0.181877,0
2,Kmeans,0.134868,1
2,Kmeans,0.010699,1
2,Kmeans,0.28872,1
2,Kmeans,0.21796,1
2,Kmeans,0.189232,1
2,Kmeans,0.280844,0
2,Kmeans,0.30004,1
2,Kmeans,0.002492,1
2,Kmeans,0.200829,0
2,Kmeans,0.340984,1
2,Kmeans,0.30697,0
2,Kmeans,0.341493,0
2,Kmeans,0.505728,0
2,Kmeans,0.310868,0
2,Kmeans,0.262085,0
2,Kmeans,0.235646,0
2,Kmeans,0.423849,0
2,Kmeans,0.253384,1
2,Kmeans,0.124107,1
2,Kmeans,0.228695,1
2,Kmeans,0.434029,0
2,Kmeans,0.404351,0
2,Kmeans,0.269163,1
2,Kmeans,0.007445,1
2,Kmeans,0.418641,0
2,Kmeans,0.108544,1
2,Kmeans,0.415133,0
2,Kmeans,0.259991,0
2,Kmeans,-0.051076,1
2,Kmeans,0.028604,1
2,Kmeans,-0.051997,1
2,Kmeans,0.220864,1
2,Kmeans,0.03203,1
2,Kmeans,0.476174,0
2,Kmeans,0.245301,1
2,Kmeans,0.073633,1
2,Kmeans,0.472607,0
2,Kmeans,0.179992,1
2,Kmeans,0.308421,1
2,Kmeans,0.497999,0
2,Kmeans,0.095288,0
2,Kmeans,0.487449,0
2,Kmeans,0.356949,0
2,Kmeans,0.173032,1
2,Kmeans,0.158128,0
2,Kmeans,0.149064,1
2,Kmeans,0.198356,0
2,Kmeans,0.330828,1
2,Kmeans,0.328586,1
2,Kmeans,0.171197,0
2,Kmeans,0.39802,0
2,Kmeans,-0.014355,1
2,Kmeans,0.295994,1
2,Kmeans,0.275335,1
2,Kmeans,0.341916,1
2,Kmeans,0.001993,1
2,Kmeans,0.182528,1
2,Kmeans,0.169387,1
2,Kmeans,0.369261,1
2,Kmeans,0.060358,0
2,Kmeans,0.050543,1
2,Kmeans,0.497526,0
2,Kmeans,0.438524,0
2,Kmeans,0.515756,0
2,Kmeans,0.252633,1
2,Kmeans,0.395709,0
2,Kmeans,0.089162,1
2,Kmeans,0.274686,1
2,Kmeans,0.404508,0
2,Kmeans,0.459562,0
2,Kmeans,0.382066,0
2,Kmeans,0.451053,0
2,Kmeans,0.258182,1
2,Kmeans,0.208368,1
2,Kmeans,0.21839,0
2,Kmeans,0.290639,1
2,Kmeans,0.315445,0
2,Kmeans,0.236991,1
2,Kmeans,0.239286,1
2,Kmeans,0.299031,1
2,Kmeans,0.308152,1
2,Kmeans,0.383516,0
2,Kmeans,0.317111,1
2,Kmeans,0.272361,1
2,Kmeans,0.257042,0
2,Kmeans,0.487112,0
2,Kmeans,0.493558,0
2,Kmeans,0.254895,1
2,Kmeans,0.157635,1
2,Kmeans,0.121607,1
2,Kmeans,0.038058,1
2,Kmeans,0.370502,0
2,Kmeans,0.2757,0
2,Kmeans,0.192915,1
2,Kmeans,0.261728,0
2,Kmeans,0.464308,0
2,Kmeans,0.507565,0
2,Kmeans,0.1457,0
2,Kmeans,0.382441,0
2,Kmeans,0.11439,1
2,Kmeans,0.290494,1
2,Kmeans,0.398647,0
2,Kmeans,0.269707,0
2,Kmeans,0.419855,0
2,Kmeans,0.387958,0
2,Kmeans,0.296946,1
2,Kmeans,0.263033,1
2,Kmeans,0.235116,1
2,Kmeans,0.365145,1
2,Kmeans,0.318018,0
2,Kmeans,0.302553,1
2,Kmeans,0.352672,0
2,Kmeans,0.293529,1
2,Kmeans,0.014009,1
2,Kmeans,0.42087,0
2,Kmeans,0.321209,0
2,Kmeans,0.470594,0
2,Kmeans,0.253785,1
2,Kmeans,0.467134,0
2,Kmeans,0.192069,1
2,Kmeans,0.428652,0
2,Kmeans,0.369644,1
2,Kmeans,0.085876,1
2,Kmeans,0.342993,1
2,Kmeans,0.046594,1
2,Kmeans,-0.054377,1
2,Kmeans,0.209264,1
2,Kmeans,0.4525,0
2,Kmeans,0.146693,0
2,Kmeans,0.38209,1
2,Kmeans,0.154404,1
2,Kmeans,0.127951,1
2,Kmeans,0.483707,0
2,Kmeans,0.240974,1
2,Kmeans,0.453306,0
2,Kmeans,0.356363,1
2,Kmeans,-0.052983,1
2,Kmeans,0.32387,1
2,Kmeans,0.244282,1
2,Kmeans,0.501026,0
2,Kmeans,0.496637,0
2,Kmeans,0.317766,1
2,Kmeans,-0.03158,1
2,Kmeans,0.498819,0
2,Kmeans,0.425777,0
2,Kmeans,0.489667,0
2,Kmeans,0.295562,1
2,Kmeans,0.06802,0
2,Kmeans,0.477072,0
2,Kmeans,0.289688,1
2,Kmeans,0.506314,0
2,Kmeans,0.232575,1
2,Kmeans,-0.056934,1
2,Kmeans,0.134936,1
2,Kmeans,0.297268,1
2,Kmeans,0.141041,1
2,Kmeans,0.199312,1
2,Kmeans,0.459472,0
2,Kmeans,0.367514,0
2,Kmeans,0.297324,1
2,Kmeans,0.258725,1
2,Kmeans,0.22663,1
2,Kmeans,0.084834,1
2,Kmeans,0.149982,1
2,Kmeans,0.139425,1
2,Kmeans,0.240375,1
2,Kmeans,0.155014,1
2,Kmeans,0.520099,0
2,Kmeans,0.353138,1
2,Kmeans,0.195916,0
2,Kmeans,0.007797,1
2,Kmeans,-0.102328,1
2,Kmeans,0.232062,0
2,Kmeans,0.113686,1
2,Kmeans,0.144783,0
2,Kmeans,0.191046,1
2,Kmeans,0.294152,1
2,Kmeans,0.211894,1
2,Kmeans,0.074032,1
2,Kmeans,0.226654,0
2,Kmeans,0.191383,1
2,Kmeans,0.134042,1
2,Kmeans,0.283608,1
2,Kmeans,0.402906,0
2,Kmeans,0.328388,0
2,Kmeans,0.268392,0
2,Kmeans,0.232153,0
2,Kmeans,0.393686,0
2,Kmeans,0.497189,0
2,Kmeans,0.314091,0
2,Kmeans,0.288143,1
2,Kmeans,0.170263,1
2,Kmeans,0.399849,0
2,Kmeans,0.254311,0
2,Kmeans,0.319008,1
2,Kmeans,0.081134,1
2,Kmeans,0.455995,0
2,Kmeans,-0.067159,1
2,Kmeans,0.166107,1
2,Kmeans,0.319507,0
2,Kmeans,0.502139,0
2,Kmeans,-0.103995,1
2,Kmeans,0.07713,1
2,Kmeans,-0.059694,1
2,Kmeans,0.455967,0
2,Kmeans,0.347997,1
2,Kmeans,0.21432,1
2,Kmeans,0.188013,1
2,Kmeans,0.109868,1
2,Kmeans,0.141985,1
2,Kmeans,0.270993,0
2,Kmeans,0.193909,1
2,Kmeans,0.157131,1
2,Kmeans,0.166161,0
2,Kmeans,0.205398,1
2,Kmeans,-0.055505,1
2,Kmeans,0.251194,0
2,Kmeans,0.485291,0
2,Kmeans,0.345064,0
2,Kmeans,0.13644,1
2,Kmeans,0.374802,0
2,Kmeans,0.20654,1
2,Kmeans,0.113937,1
2,Kmeans,0.26042,1
2,Kmeans,-0.03095,1
2,Kmeans,0.097469,0
2,Kmeans,0.073235,1
2,Kmeans,0.208381,1
2,Kmeans,0.361391,1
2,Kmeans,0.209361,1
2,Kmeans,0.306089,0
2,Kmeans,0.133787,1
2,Kmeans,0.250912,0
2,Kmeans,0.117786,0
2,Kmeans,0.428479,0
2,Kmeans,0.451188,0
2,Kmeans,0.401503,0
2,Kmeans,0.434379,0
2,Kmeans,0.350423,0
2,Kmeans,0.493595,0
2,Kmeans,0.29763,1
2,Kmeans,0.493847,0
2,Kmeans,0.280686,1
2,Kmeans,0.005111,1
2,Kmeans,0.102321,0
2,Kmeans,0.310323,1
2,Kmeans,0.409034,0
2,Kmeans,0.307416,0
2,Kmeans,0.323126,1
2,Kmeans,0.286394,1
2,Kmeans,0.226755,0
2,Kmeans,0.070666,1
2,Kmeans,0.332084,1
2,Kmeans,0.272967,1
2,Kmeans,0.152489,0
2,Kmeans,0.445618,0
2,Kmeans,0.272755,0
2,Kmeans,0.194537,1
2,Kmeans,0.453853,0
2,Kmeans,0.064257,1
2,Kmeans,0.159432,1
2,Kmeans,0.289207,0
2,Kmeans,-0.039233,1
2,Kmeans,-0.084374,1
2,Kmeans,0.503643,0
2,Kmeans,0.054766,1
2,Kmeans,0.004703,1
2,Kmeans,0.361045,1
2,Kmeans,0.35359,0
2,Kmeans,0.056747,1
2,Kmeans,0.149175,1
2,Kmeans,0.345489,1
2,Kmeans,0.171739,0
2,Kmeans,0.197725,0
2,Kmeans,0.191365,0
2,Kmeans,0.176985,1
2,Kmeans,0.327785,0
2,Kmeans,0.420799,0
2,Kmeans,0.407397,0
2,Kmeans,0.245093,0
2,Kmeans,0.273673,0
2,Kmeans,0.497581,0
2,Kmeans,0.228319,1
2,Kmeans,0.243311,0
2,Kmeans,0.223666,1
2,Kmeans,0.18358,1
2,Kmeans,0.333971,0
2,Kmeans,0.194412,1
2,Kmeans,0.4845,0
2,Kmeans,0.268149,1
2,Kmeans,0.137999,1
2,Kmeans,0.069453,1
2,Kmeans,0.348939,0
2,Kmeans,0.347723,1
2,Kmeans,0.501349,0
2,Kmeans,0.301541,1
2,Kmeans,0.002557,1
2,Kmeans,0.021865,1
2,Kmeans,0.120253,1
2,Kmeans,0.308106,1
2,Kmeans,0.197628,0
2,Kmeans,0.406572,0
2,Kmeans,-0.048196,1
2,Kmeans,0.526276,0
2,Kmeans,0.322187,1
2,Kmeans,0.301508,1
2,Kmeans,0.304377,0
2,Kmeans,0.48136,0
2,Kmeans,0.171828,1
2,Kmeans,0.279487,0
2,Kmeans,0.308489,1
2,Kmeans,0.316765,0
2,Kmeans,0.506543,0
2,Kmeans,0.152585,1
2,Kmeans,0.324712,1
2,Kmeans,0.2414,1
2,Kmeans,0.131543,1
2,Kmeans,0.182573,1
2,Kmeans,0.154108,1
2,Kmeans,-0.078356,1
2,Kmeans,0.421007,0
2,Kmeans,0.257753,1
2,Kmeans,0.08024,1
2,Kmeans,0.33273,1
2,Kmeans,0.266669,1
2,Kmeans,0.13164,1
2,Kmeans,0.302978,0
2,Kmeans,0.28417,1
2,Kmeans,0.387655,0
2,Kmeans,0.247344,0
2,Kmeans,0.491559,0
2,Kmeans,0.502139,0
2,Kmeans,0.232288,1
2,Kmeans,0.388892,0
2,Kmeans,0.050788,1
2,Kmeans,0.147818,0
2,Kmeans,0.155341,0
2,Kmeans,0.472152,0
2,Kmeans,0.383127,0
2,Kmeans,0.0157,1
2,Kmeans,0.424625,0
2,Kmeans,0.216672,1
2,Kmeans,0.475505,0
2,Kmeans,0.025344,1
2,Kmeans,0.318806,1
2,Kmeans,0.428113,0
2,Kmeans,0.475234,0
2,Kmeans,0.301271,1
2,Kmeans,0.223426,0
2,Kmeans,0.475279,0
2,Kmeans,0.25887,1
2,Kmeans,0.057269,1
2,Kmeans,0.344465,0
2,Kmeans,0.286958,1
2,Kmeans,0.284464,1
2,Kmeans,0.227358,1
2,Kmeans,-0.076419,1
2,Kmeans,0.195044,1
2,Kmeans,0.201938,1
2,Kmeans,0.14107,1
2,Kmeans,0.443164,0
2,Kmeans,0.070521,1
2,Kmeans,0.423087,0
2,Kmeans,0.246842,1
2,Kmeans,0.128802,0
2,Kmeans,0.297233,1
2,Kmeans,0.400941,0
2,Kmeans,0.156607,0
2,Kmeans,-0.074078,1
2,Kmeans,0.3338,1
2,Kmeans,0.151507,0
2,Kmeans,0.255392,1
2,Kmeans,0.317131,1
2,Kmeans,0.454681,0
2,Kmeans,0.498813,0
2,Kmeans,0.3418,1
2,Kmeans,0.109362,1
2,Kmeans,0.035441,1
2,Kmeans,0.037518,1
2,Kmeans,0.224101,1
2,Kmeans,-0.114819,1
2,Kmeans,0.505769,0
2,Kmeans,0.047361,1
2,Kmeans,0.255086,1
2,Kmeans,0.42629,0
2,Kmeans,0.370248,0
2,Kmeans,0.488019,0
2,Kmeans,0.327729,0
2,Kmeans,0.496739,0
2,Kmeans,0.453008,0
2,Kmeans,0.254321,1
2,Kmeans,0.335188,0
2,Kmeans,0.375664,0
2,Kmeans,0.352256,0
2,Kmeans,0.49393,0
2,Kmeans,0.188317,0
2,Kmeans,0.233058,0
2,Kmeans,0.444444,0
2,Kmeans,0.251591,1
2,Kmeans,0.25948,1
2,Kmeans,0.436393,0
2,Kmeans,0.182171,0
2,Kmeans,0.338319,0
2,Kmeans,0.17918,0
2,Kmeans,0.314349,1
2,Kmeans,0.439349,0
2,Kmeans,0.306658,1
2,Kmeans,0.370786,1
2,Kmeans,0.395499,0
2,Kmeans,0.267463,1
2,Kmeans,0.010479,1
2,Kmeans,0.272967,1
2,Kmeans,0.493592,0
2,Kmeans,0.382796,0
2,Kmeans,0.406328,0
2,Kmeans,0.214321,1
2,Kmeans,0.15631,1
2,Kmeans,0.275754,0
2,Kmeans,0.143402,0
2,Kmeans,0.283266,0
2,Kmeans,0.330306,0
2,Kmeans,0.256816,1
2,Kmeans,0.296078,1
2,Kmeans,0.216201,1
2,Kmeans,0.460148,0
2,Kmeans,0.232403,1
2,Kmeans,0.382491,0
2,Kmeans,0.242316,1
2,Kmeans,0.209263,1
2,Kmeans,0.243851,1
2,Kmeans,0.435287,0
2,Kmeans,0.292877,1
2,Kmeans,0.32568,1
2,Kmeans,0.44951,0
2,Kmeans,0.148403,1
2,Kmeans,0.459297,0
2,Kmeans,0.252329,0
2,Kmeans,0.032126,1
2,Kmeans,0.309585,1
2,Kmeans,0.167133,0
2,Kmeans,0.239958,1
2,Kmeans,0.204805,0
2,Kmeans,0.162042,1
2,Kmeans,0.192902,1
2,Kmeans,0.18566,1
2,Kmeans,0.424981,0
2,Kmeans,0.21757,0
2,Kmeans,0.486001,0
2,Kmeans,0.262608,1
2,Kmeans,0.347744,1
2,Kmeans,0.340072,0
2,Kmeans,0.316267,0
2,Kmeans,0.504469,0
2,Kmeans,0.39872,0
2,Kmeans,0.470509,0
2,Kmeans,0.117504,0
2,Kmeans,0.136504,0
2,Kmeans,0.200488,1
2,Kmeans,0.313611,0
2,Kmeans,0.402815,0
2,Kmeans,0.013054,1
2,Kmeans,0.188232,0
2,Kmeans,0.511531,0
2,Kmeans,0.139259,0
2,Kmeans,0.160729,1
2,Kmeans,0.129443,1
2,Kmeans,0.181766,1
2,Kmeans,0.278601,0
2,Kmeans,0.276294,1
2,Kmeans,0.100934,1
2,Kmeans,0.124678,1
2,Kmeans,0.310321,0
2,Kmeans,0.478679,0
2,Kmeans,0.201973,1
2,Kmeans,0.481693,0
2,Kmeans,0.288294,1
2,Kmeans,0.500475,0
2,Kmeans,0.338347,1
2,Kmeans,0.215443,1
2,Kmeans,0.202976,1
2,Kmeans,0.276276,1
2,Kmeans,0.204436,1
2,Kmeans,0.143486,1
